x,y,validity,timestamp_us,Image,Participant_ID,Participant_Age,Participant_Gender
991.3027954101562,558.08984375,Valid,11673819031,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
993.3901977539062,557.9224853515625,Valid,11673879336,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.4066772460938,557.146240234375,Valid,11673909692,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.2970581054688,557.3609008789062,Valid,11673939808,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.8976440429688,556.3101196289062,Valid,11673970154,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.16845703125,555.6923217773438,Valid,11674000192,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.1027221679688,556.0866088867188,Valid,11674030432,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.2258911132812,555.7659301757812,Valid,11674060585,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
992.2620239257812,555.5650024414062,Valid,11674090940,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
991.3489990234375,555.3193359375,Valid,11674121056,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
991.3623046875,555.3096923828125,Valid,11674151421,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
991.6195678710938,554.8473510742188,Valid,11674181651,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
990.7088623046875,554.5106811523438,Valid,11674211749,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
989.9727783203125,555.1661376953125,Valid,11674242058,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
989.8401489257812,555.4769897460938,Valid,11674272115,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
988.8372802734375,555.3331298828125,Valid,11674302424,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
987.6544189453125,555.445068359375,Valid,11674332567,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
987.61572265625,555.9677124023438,Valid,11674362835,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
987.088623046875,555.95556640625,Valid,11674392987,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
985.9363403320312,556.1720581054688,Valid,11674423237,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
984.884033203125,556.4727783203125,Valid,11674453390,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
983.6480712890625,544.0697021484375,Valid,11674483631,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
981.6663818359375,514.414306640625,Valid,11674513695,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
980.2985229492188,483.3940734863281,Valid,11674544041,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
980.315673828125,459.8927307128906,Valid,11674574222,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
978.1224365234375,444.8230895996094,Valid,11674604549,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
977.0906982421875,434.8899230957031,Valid,11674634606,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
976.9454956054688,431.04864501953125,Valid,11674664897,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
981.59033203125,428.0527038574219,Valid,11674695059,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1022.8660888671875,432.331298828125,Valid,11674725298,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1131.19091796875,444.6123962402344,Valid,11674755626,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1232.2679443359375,453.9033508300781,Valid,11674785664,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1308.5357666015625,461.84466552734375,Valid,11674815992,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1356.553955078125,467.71734619140625,Valid,11674846126,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1383.8671875,474.7508544921875,Valid,11674876376,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
1361.62158203125,460.0703430175781,Valid,11674906492,true\the-pantheon-and-the-piazza-della-rotonda-in-rome-1835.jpg!Large.jpg,1764926751,21,Female
