x,y,validity,timestamp_us,Image,Participant_ID,Participant_Age,Participant_Gender
964.5682373046875,528.4470825195312,Valid,12091872719,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.9712524414062,530.7593994140625,Valid,12091933121,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.4945678710938,532.001953125,Valid,12091963370,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.3942260742188,533.1746826171875,Valid,12091993523,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.918212890625,534.0614624023438,Valid,12092023869,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
963.0855712890625,535.350341796875,Valid,12092053925,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.5626831054688,535.9790649414062,Valid,12092084271,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
962.3186645507812,535.714599609375,Valid,12092114521,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
961.9418334960938,536.3082885742188,Valid,12092144673,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
961.49560546875,536.3903198242188,Valid,12092174482,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
960.99560546875,536.8951416015625,Valid,12092205076,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
960.4389038085938,537.849365234375,Valid,12092235067,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
960.0213012695312,538.8743286132812,Valid,12092264972,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
959.69970703125,540.2783203125,Valid,12092295488,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
959.7678833007812,540.8533325195312,Valid,12092325286,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
959.459228515625,540.908447265625,Valid,12092355816,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
959.235107421875,540.5935668945312,Valid,12092385711,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
958.8826904296875,540.6461791992188,Valid,12092415809,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
958.62744140625,540.856689453125,Valid,12092446114,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
958.4049072265625,541.0447998046875,Valid,12092476221,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
958.4925537109375,543.7179565429688,Valid,12092506507,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
953.5888061523438,586.8994750976562,Valid,12092536614,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
943.7750244140625,661.1729125976562,Valid,12092566887,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
934.3958740234375,720.6082763671875,Valid,12092597012,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
928.4935913085938,757.2177734375,Valid,12092627261,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
925.5510864257812,777.4522094726562,Valid,12092657290,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
924.7722778320312,785.845703125,Valid,12092687520,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
923.9263305664062,792.2828979492188,Valid,12092717875,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
923.38916015625,796.44482421875,Valid,12092748000,false\a-view-of-mount-etna-and-a-nearby-town.jpg!Large.jpg,1764927163,30,Female
